TaxaNames,Mode,Mass,Superclass,Subclass,Specificclass,Pathway,Bestname
pos8436,positive,362.2536,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,Other Octadecanoids
pos8438,positive,564.2135,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Carbohydrates,(1 3) beta xylotetraose
pos8440,positive,316.2848,Uncertain,Ceramides,Phytoceramides,Fatty acids,9E 8 hydroxyoctadec 9 enoic acid
pos8441,positive,183.1379,Lipids and lipid like molecules,Uncertain,Medium chain fatty acids,Fatty acids,NA
pos8442,positive,629.2592,Lipids and lipid like molecules,Fatty acyl glycosides,Alkyl glycosides,Shikimates and Phenylpropanoids,Taxane diterpenoids
pos8443,positive,374.2903,Lipids and lipid like molecules,Eicosanoids,Prostaglandins and related compounds,Fatty acids,Dihydro pge1
pos8446,positive,377.1227,Benzenoids,Benzoic acids and derivatives,M methoxybenzoic acids and derivatives,Shikimates and Phenylpropanoids,Simple phenolic acids
pos8447,positive,460.3644,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids,Fatty acids,2 3 diacetoxypropyl stearate
pos845,positive,255.2112,Lipids and lipid like molecules,Diterpenoids,Diterpenoids,Terpenoids,Abietane diterpenoids
pos8452,positive,462.211,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Shikimates and Phenylpropanoids,Neolignans
pos8455,positive,293.2106,Lipids and lipid like molecules,Lineolic acids and derivatives,Lineolic acids and derivatives,Fatty acids,Other Octadecanoids
pos8456,positive,349.258,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,sativic acid
pos8457,positive,453.334,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,asiatic acid
pos8458,positive,466.2421,Organic acids and derivatives,Amino acids peptides and analogues,Tyrosine and derivatives,Uncertain,NA
pos8459,positive,154.05,Benzenoids,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,Alkaloids,alpha Resorcylamide
pos8461,positive,183.1379,Lipids and lipid like molecules,Monoterpenoids,Monoterpenoids,Terpenoids,NA
pos8462,positive,600.2647,Organic acids and derivatives,Amino acids peptides and analogues,Phenylalanine and derivatives,Uncertain,Exorphin A5
pos8463,positive,519.3293,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
pos8465,positive,305.1012,Benzenoids,Benzoic acids and derivatives,Uncertain,Shikimates and Phenylpropanoids,griseophenone C
pos8470,positive,345.1329,Benzenoids,Uncertain,Uncertain,Shikimates and Phenylpropanoids,Chalcones
pos8471,positive,627.4854,Lipids and lipid like molecules,Fatty acid esters,Fatty acid esters,Fatty acids,NA
pos8474,positive,407.1689,Uncertain,Uncertain,Macrolides and analogues,Polyketides,NA
pos8475,positive,422.2163,Benzenoids,Benzoic acids and derivatives,Benzoic acids and derivatives,Alkaloids,NA
pos8477,positive,433.3305,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Uncertain,Terpenoids,3alpha 7alpha 24 trihydroxy 5beta cholestanoic acid
pos848,positive,303.2325,Lipids and lipid like molecules,Diterpenoids,Diterpenoids,Terpenoids,isopimaric acid
pos8481,positive,413.3427,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Ergostane steroids
pos8482,positive,546.3789,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Ursane and Taraxastane triterpenoids
pos8483,positive,378.155,Benzenoids,Methoxyphenols,Methoxyphenols,Shikimates and Phenylpropanoids,Dibenzylbutyrolactone lignans
pos8484,positive,366.2106,Lipids and lipid like molecules,Fatty acyl thioesters,Fatty acyl thioesters,Uncertain,NA
pos8486,positive,534.3796,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,NA
pos849,positive,153.0547,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Uncertain,ArgoGel+ACY-trade MB CHO
pos8490,positive,400.3447,Organic acids and derivatives,Uncertain,Uncertain,Fatty acids,1 eicosadienoyl glycerol
pos8496,positive,675.2612,Phenylpropanoids and polyketides,Linear diarylheptanoids,Linear diarylheptanoids,Shikimates and Phenylpropanoids,Dibenzylbutane lignans
pos8501,positive,438.3072,Lipids and lipid like molecules,Fatty alcohols,Fatty alcohols,Fatty acids,NA
pos8504,positive,435.1638,Benzenoids,Anisoles,Anisoles,Shikimates and Phenylpropanoids,Quassinoids
pos8509,positive,163.0752,Benzenoids,Uncertain,Uncertain,Shikimates and Phenylpropanoids,methyl cinnamate
pos851,positive,253.2274,Organoheterocyclic compounds,Uncertain,Piperidines,Alkaloids,1 3 dicyclohexyl 1 ethylurea
pos8517,positive,274.2011,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Fatty acids,Ethyl 2 acetyl 3 oxodecanoate
pos852,positive,775.5014,Organic oxygen compounds,Ethers,Ketals,Polyketides,NA
pos8521,positive,320.2431,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,8R 8 hydroxyhexadecanedioic acid
pos853,positive,336.1309,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids,Amino acids and Peptides,wyosin
pos8530,positive,409.1493,Lipids and lipid like molecules,Terpene glycosides,Terpene glycosides,Terpenoids,Secoiridoid monoterpenoids
pos8532,positive,328.1552,Organoheterocyclic compounds,Uncertain,Quinolines and derivatives,Alkaloids,NA
pos8538,positive,246.1336,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Amino acids and Peptides,NA
pos8539,positive,341.2687,Lipids and lipid like molecules,Eicosanoids,Prostaglandins and related compounds,Fatty acids,13 14 Dihydro PGF 1a
pos8540,positive,361.112,Uncertain,Uncertain,Uncertain,Shikimates and Phenylpropanoids,Iridoids monoterpenoids
pos8541,positive,225.1484,Uncertain,Uncertain,Uncertain,Fatty acids,NA
pos8543,positive,497.3268,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Ursane and Taraxastane triterpenoids
pos8546,positive,311.1278,Benzenoids,47 hydroxy 2 unsubstituted benzenoids,1 hydroxy 2 unsubstituted benzenoids,Shikimates and Phenylpropanoids,Angucyclines
pos8547,positive,225.1482,Lipids and lipid like molecules,Uncertain,Lipids and lipid like molecules,Terpenoids,NA
pos8551,positive,179.0702,Phenylpropanoids and polyketides,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Shikimates and Phenylpropanoids,coniferaldehyde
pos8552,positive,232.1181,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Amino acids and Peptides,botryolide A
pos8556,positive,544.3659,Lipids and lipid like molecules,Fatty acid esters,Fatty acid esters,Terpenoids,Lanostane Tirucallane and Euphane triterpenoids
pos8558,positive,213.1844,Lipids and lipid like molecules,Uncertain,Prenol lipids,Terpenoids,Apocarotenoids+A7U- 
pos8559,positive,452.3244,Lipids and lipid like molecules,Uncertain,Lipids and lipid like molecules,Uncertain,NA
pos8566,positive,349.2578,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,sativic acid
pos857,positive,313.1149,Benzenoids,Uncertain,Benzenoids,Alkaloids,NA
pos8579,positive,377.1239,Benzenoids,Anisoles,Anisoles,Polyketides,1 2 3 4 6 8 hexamethoxyxanthen 9 one
pos858,positive,330.3372,Lipids and lipid like molecules,Diterpenoids,Acyclic diterpenoids,Fatty acids,C20 sphinganine
pos8581,positive,480.4231,Lipids and lipid like molecules,Fatty amides,N acyl amines,Terpenoids,NA
pos8584,positive,445.3676,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
pos8585,positive,336.1082,Benzenoids,Benzoic acids and derivatives,M methoxybenzoic acids and derivatives,Uncertain,NA
pos859,positive,213.0758,Organic oxygen compounds,Ethers,Ethers,Polyketides,2 4 6 trimethoxybenzoic acid
pos8590,positive,498.433,Lipids and lipid like molecules,Uncertain,Prenol lipids,Terpenoids,DL Menthyl borate
pos8591,positive,417.3375,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Cholestane steroids
pos8593,positive,186.1126,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Amino acids and Peptides,DL a Aminoazelaic acid
pos8594,positive,654.1898,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids and derivatives,Amino acids and Peptides,Tyr O sulfate met enkephalin
pos8597,positive,281.2474,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,linoleic
pos8598,positive,203.165,Organic nitrogen compounds,Uncertain,Organonitrogen compounds,Uncertain,NMP universal alkoxyamine nitroxide
pos8600,positive,355.2846,Lipids and lipid like molecules,Fatty alcohols,Fatty alcohols,Fatty acids,3 linoleoyl sn glycerol
pos8604,positive,485.2164,Benzenoids,Benzoic acids and derivatives,P methoxybenzoic acids and derivatives,Polyketides,Limonoids
pos8607,positive,301.2168,Lipids and lipid like molecules,Diterpenoids,Diterpenoids,Terpenoids,Kaurane and Phyllocladane diterpenoids
pos861,positive,179.0703,Phenylpropanoids and polyketides,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Shikimates and Phenylpropanoids,coniferaldehyde
pos8610,positive,315.1957,Lipids and lipid like molecules,Terpene lactones,Diterpene lactones,Terpenoids,Kaurane and Phyllocladane diterpenoids
pos8612,positive,301.1434,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,Fungal DPEs
pos8613,positive,573.3048,Organic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Fatty acids,NA
pos8615,positive,559.3862,Lipids and lipid like molecules,Fatty alcohols,Fatty alcohols,Fatty acids,Fatty acid estolides
pos8616,positive,274.1766,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,L Valine glycyl L valyl 
pos8617,positive,496.2917,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,azumamide A
pos8618,positive,467.3522,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Lanostane Tirucallane and Euphane triterpenoids
pos8619,positive,511.342,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
pos8620,positive,501.3568,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Cycloartane triterpenoids
pos8621,positive,313.2375,Lipids and lipid like molecules,Lineolic acids and derivatives,Lineolic acids and derivatives,Fatty acids,alpha 12 13 DiHODE
pos863,positive,261.2213,Lipids and lipid like molecules,Diterpenoids,Diterpenoids,Terpenoids,Norlabdane diterpenoids
pos8630,positive,485.3258,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
pos864,positive,214.2528,Organic nitrogen compounds,Amines,1 2 aminoalcohols,Fatty acids,tetradecylamine
pos8644,positive,674.4318,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids and derivatives,Amino acids and Peptides,Lactoyl Val Val Sta Ala Sta
pos8646,positive,313.2373,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,9R 9 hydroxyoctadecanedioic acid
pos8647,positive,409.3834,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,lupeol
pos8654,positive,443.2072,Phenylpropanoids and polyketides,Furanocoumarins,Furanocoumarins,Shikimates and Phenylpropanoids,Neolignans
pos8657,positive,209.117,Organoheterocyclic compounds,Uncertain,Heteroaromatic compounds,Polyketides,4 oxododecanedioic acid
pos866,positive,388.286,Lipids and lipid like molecules,Uncertain,Uncertain,Polyketides,Pregnane steroids
pos8661,positive,634.5405,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Fatty acids,NA
pos8673,positive,306.1181,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids,Amino acids and Peptides,Idosan triacetate
pos8676,positive,331.2475,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,NA
pos8679,positive,305.1273,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Alkaloids,L Tryptophan N (phenylacetyl) 
pos8684,positive,457.2949,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Scalarane sesterterpenoids
pos8688,positive,546.3797,Lipids and lipid like molecules,Uncertain,Lipids and lipid like molecules,Terpenoids,Oleanane triterpenoids
pos8691,positive,309.158,Benzenoids,Uncertain,Benzene and substituted derivatives,Alkaloids,1 Benzyl 4 piperidinocarbonyl 2 pyrrolidinone
pos8697,positive,187.133,Lipids and lipid like molecules,Fatty alcohols,Fatty alcohols,Fatty acids,4S 6S 4 hydroxy 6 pentyloxan 2 one
pos8698,positive,263.1019,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Alkaloids,4 OH Mephobarbital
pos8699,positive,227.1277,Lipids and lipid like molecules,Fatty acids and conjugates,Medium chain fatty acids,Fatty acids,4 oxododecanedioic acid
pos870,positive,301.2167,Lipids and lipid like molecules,Diterpenoids,Diterpenoids,Terpenoids,Pimarane and Isopimarane diterpenoids
pos8701,positive,201.1642,Lipids and lipid like molecules,Sesquiterpenoids,Sesquiterpenoids,Terpenoids,Eudesmane sesquiterpenoids
pos8704,positive,725.5197,Lipids and lipid like molecules,Fatty acids and conjugates,Methyl branched fatty acids,Polyketides,Glycosyldiacylglycerols
pos8710,positive,323.1852,Organic acids and derivatives,Uncertain,Uncertain,Polyketides,NA
pos8716,positive,372.1901,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,N acetylphenylalanylphenylalanine
pos8717,positive,156.0655,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Amino acids and Peptides,3 hydroxybenzoic acid
pos8718,positive,211.0959,Lipids and lipid like molecules,Fatty acids and conjugates,Medium chain fatty acids,Uncertain,NA
pos8730,positive,325.3116,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,henicos 12 enoic acid
pos8731,positive,245.1385,Organic oxygen compounds,Uncertain,O glycosyl compounds,Fatty acids,(2R 3R 4S 5S 6R) 2 (5 hydroxyhexoxy) 6 (hydroxymethyl)oxane 3 4 5 triol
pos8734,positive,286.1647,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Amino acids and Peptides,Prezizaane sesquiterpenoids
pos8735,positive,187.0965,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Uncertain,NCIStruc1 000126
pos8746,positive,566.443,Lipids and lipid like molecules,Fatty amides,N acyl amines,Fatty acids,NA
pos8749,positive,556.3667,Organic acids and derivatives,Uncertain,Uncertain,Terpenoids,NA
pos8750,positive,496.416,Lipids and lipid like molecules,Uncertain,Steroids and steroid derivatives,Uncertain,NA
pos8753,positive,694.4007,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Hexoses,Fatty acids,NA
pos8755,positive,406.1281,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids,Uncertain,3 (3 methoxyphenoxy) 4 oxochromen 7 yl benzoate
pos8759,positive,532.3489,Lipids and lipid like molecules,Glycosylglycerols,Glycosylglycerols,Fatty acids,Glycosylmonoacylglycerols
pos876,positive,393.1901,Organoheterocyclic compounds,Uncertain,Naphthopyrans,Terpenoids,Gibberellins
pos8760,positive,357.2798,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Trihydroxy bile acids alcohols and derivatives,Terpenoids,chenodeoxycholic acid
pos8764,positive,330.2022,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,1 +AFs-2 +AFs-(2 amino 4 methylpentanoyl)amino+AF0- 3 hydroxybutanoyl+AF0-pyrrolidine 2 carboxylic acid
pos8765,positive,751.6577,Lipids and lipid like molecules,Fatty acid esters,Fatty acid esters,Fatty acids,NA
pos8769,positive,544.3393,Lipids and lipid like molecules,Glycerophosphocholines,1 acyl sn glycero 3 phosphocholines,Fatty acids,Lysophosphatidylcholine(20:4n3/0:0)
pos8776,positive,487.3785,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,25 Hydroxy 3 epitumulosic Acid
pos8779,positive,486.394,Lipids and lipid like molecules,Hydroxysteroids,Hydroxysteroids,Terpenoids,Lanostane Tirucallane and Euphane triterpenoids
pos8781,positive,548.3718,Lipids and lipid like molecules,Glycerophosphocholines,1 acyl sn glycero 3 phosphocholines,Fatty acids,Lysophosphatidylcholine(20:2/0:0)
pos8783,positive,666.3693,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids,Uncertain,N N Bis(1 cyclohexyl 5 allyl 5 propylidenebarbituryl)diaminoguanidine
pos8786,positive,386.2537,Lipids and lipid like molecules,Uncertain,Prenol lipids,Terpenoids,NA
pos8787,positive,484.454,Lipids and lipid like molecules,Uncertain,Steroids and steroid derivatives,Terpenoids,NA
pos8788,positive,425.3796,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,protopanaxadiol
pos8791,positive,483.2739,Lipids and lipid like molecules,Steroid lactones,Steroid lactones,Terpenoids,Ecdysteroids
